date,firm_name,amount_chf,type,location,firm_name_norm,firm_name_clean,ehraid,uid,legal_seat
2021-04-07,Futurae Technologies AG,5'000'000,Equity,Zurich,futurae technologies ag,futurae technologies ag,1287146.0,CHE143306985,Zürich
2021-04-09,VectivBio AG,117'740'000,Equity,Basel,vectivbio ag,vectivbio ag,1394788.0,CHE242508908,Basel
2021-04-12,Rhovica Neuroimaging AG,15'000,Grant,Bern,rhovica neuroimaging ag,rhovica neuroimaging ag,1572764.0,CHE360994571,Bern
2021-04-12,accroma labtec AG,Undisclosed,Equity,Muttenz,accroma labtec ag,accroma labtec ag,1196167.0,CHE232985862,Muttenz
2021-04-13,JOBTOME INTERNATIONAL SA,Undisclosed,Equity,Stabio,jobtome international sa,jobtome international sa,1167090.0,CHE188613998,Mendrisio
2021-04-14,CALCISCON AG,2'500'000,Equity,Nidau,calciscon ag,calciscon ag,1149850.0,CHE474353083,Biel/Bienne
2021-04-14,Cequr SA,106'000'000,Equity,Horw,cequr sa,cequr sa,897038.0,CHE114036890,Horw
2021-04-14,BioVersys AG,22'000'000,Loan,Basel,bioversys ag,bioversys ag,922224.0,CHE114512761,Basel
2021-04-15,ACM Biosciences AG,Undisclosed,Equity,Basel,acm biosciences ag,acm biosciences ag,1452281.0,CHE137061516,Basel
2021-04-16,Enso Labs AG,4'573'000,Equity,Zurich,enso labs ag,enso labs ag,1474347.0,CHE164460066,Zürich
2021-04-16,Bottmedical AG,1'100'000,Equity,Basel,bottmedical ag,bottmedical ag,1392240.0,CHE473018021,Basel
2021-04-19,Arkaiya SA,30'000,Grant,Lausanne,arkaiya sa,arkaiya sa,1569861.0,CHE303775872,Ecublens (VD)
2021-04-19,South Pole Suisse AG,Undisclosed,Equity,Zürich,south pole suisse ag,south pole suisse ag,1012868.0,CHE351391296,Zürich
2021-04-20,Olympe SA,1'000'000,Equity,Lausanne,olympe sa,olympe sa,1242685.0,CHE190628093,Ecublens (VD)
2021-04-20,Innoveo AG,13'628'000,Equity,Zurich,innoveo ag,innoveo ag,878245.0,CHE113725923,Zürich
2021-04-21,LifeMatrix Technologies AG,100'000,Convertible loan,Zürich,lifematrix technologies ag,lifematrix technologies ag,1376834.0,CHE444535389,Zürich
2021-04-21,Alithea Genomics SA,100'000,Convertible loan,Cossonay-Ville,alithea genomics sa,alithea genomics sa,1438234.0,CHE218846606,Epalinges
2021-04-22,ONWARD Medical SA,29'400'000,Equity,Lausanne,onward medical sa,onward medical sa,1205723.0,CHE251627802,Lausanne
2021-04-22,Dufour Aerospace AG,Undisclosed,Equity,Visp,dufour aerospace ag,dufour aerospace ag,1331943.0,CHE201157898,Visp
2021-04-22,Collabree AG,680'000,Equity,Zürich,collabree ag,collabree ag,1442079.0,CHE287738801,Zürich
2021-04-23,Spacewise AG,Undisclosed,Equity,Zollikon,spacewise ag,spacewise ag,1179314.0,CHE245620803,Zollikon
2021-04-26,boostbar ag,Undisclosed,Equity,Zurich,boostbar ag,boostbar ag,1443785.0,CHE366956847,Zürich
2021-04-26,Tech 5 SA,2'288'000,Equity,Geneva,tech 5 sa,tech 5 sa,1354040.0,CHE408726338,Genève
2021-04-26,PreComb Therapeutics AG,2'200'000,Equity,Hombrechtikon,precomb therapeutics ag,precomb therapeutics ag,1337796.0,CHE371974816,Hombrechtikon
2021-04-27,macu4 AG,10'000,Grant,Zürich,macu4 ag,macu4 ag,1491428.0,CHE301889074,Zürich
2021-04-27,coatingAI AG,10'000,Grant,Winterthur,coatingai ag,coatingai ag,1493006.0,CHE407172006,Winterthur
2021-04-27,Adaptyv Biosystems Sàrl,10'000,Grant,Epalinges,adaptyv biosystems sàrl,adaptyv biosystems sàrl,1512226.0,CHE364352615,Epalinges
2021-04-27,Designwerk Technologies AG,Undisclosed,Equity,Winterthur,designwerk technologies ag,designwerk technologies ag,936193.0,CHE114723878,Winterthur
2021-04-27,Concordium AG,32'900'000,Equity,Zug,concordium ag,concordium ag,1353229.0,CHE473758684,Cham
2021-04-27,Pleasant Plants GmbH,10'000,Grant,Zurich,pleasant plants gmbh,pleasant plants gmbh,1498490.0,CHE307687770,Zürich
2021-04-28,HemostOD SA,40'000,Convertible loan,St Sulpice,hemostod sa,hemostod sa,1444124.0,CHE278248627,Saint-Sulpice (VD)
2021-04-28,aiEndoscopic AG,40'000,Convertible loan,Zürich,aiendoscopic ag,aiendoscopic ag,1477487.0,CHE403121783,Zürich
2021-04-29,Dpendent - Drone Independent System Sàrl,100'000,Loan,Cully,dpendent - drone independent system sàrl,dpendent - drone independent system sàrl,1461141.0,CHE489617569,Bourg-en-Lavaux
2021-04-30,Liom Health AG,16'364'000,Equity,Pfäffikon SZ,liom health ag,liom health ag,1329903.0,CHE184306830,Freienbach
2021-04-30,Oncobit AG,2'300'000,Equity,Schlieren,oncobit ag,oncobit ag,1347031.0,CHE193564727,Schlieren
2021-04-30,Clever Forever Education AG,950'000,Equity,St. Gallen,clever forever education ag,clever forever education ag,1477891.0,CHE132944650,St. Gallen
2021-04-30,ImmoZins AG,8'200'000,Convertible loan,Zürich,immozins ag,immozins ag,1301168.0,CHE238036912,Zürich
2021-04-30,Exploris Health AG,1'600'000,Equity,Wallisellen,exploris health ag,exploris health ag,1366269.0,CHE195508148,Wallisellen
2021-04-30,Blue Code International AG,22'000'000,Equity,Lachen,blue code international ag,blue code international ag,1299815.0,CHE281323867,Lachen
2021-05-01,NanoFlex Robotics AG,5'600'000,,Zürich ETH-Zentrum,nanoflex robotics ag,nanoflex robotics ag,1509730.0,CHE181420139,Opfikon
2021-05-01,Oxyle AG,2'235'000,Grant,Schlieren,oxyle ag,oxyle ag,1435657.0,CHE321134429,Schlieren
2021-05-03,Efrontier Markets SA,1'500'000,Equity,Geneva,efrontier markets sa,efrontier markets sa,1454122.0,CHE393357112,Plan-les-Ouates
2021-05-03,Roivant Sciences GmbH,554'497'775,Equity,Basel,roivant sciences gmbh,roivant sciences gmbh,1274441.0,CHE289087624,Basel
2021-05-04,Annaida Technologies SA,1'600'000,Grant,Lausanne,annaida technologies sa,annaida technologies sa,1359400.0,CHE331558920,Ecublens (VD)
2021-05-04,Oculis SA,51'747'165,Equity,Lausanne,oculis sa,oculis sa,1330199.0,CHE237826774,Ecublens (VD)
2021-05-04,Acronis International GmbH,226'800'000,Equity,Schaffhausen,acronis international gmbh,acronis international gmbh,874459.0,CHE113666835,Neuhausen am Rheinfall
2021-05-04,Exeon Analytics AG,4'000'000,Equity,Zürich,exeon analytics ag,exeon analytics ag,1273773.0,CHE196534272,Zürich
2021-05-05,GBY SA,30'000,Award,Vuisternens-en-Ogoz,gby sa,gby sa,1277602.0,CHE357494799,Gibloux
2021-05-05,rready AG,Undisclosed,Equity,Zürich,rready ag,rready ag,1467943.0,CHE346264137,Zürich
2021-05-06,Droople SA,1'500'000,Equity,Puidoux,droople sa,droople sa,1347662.0,CHE409127471,Puidoux
2021-05-06,YLLYL Sàrl,Undisclosed,Grant,Givisiez,yllyl sàrl,yllyl sàrl,1425700.0,CHE176329970,Givisiez
2021-05-06,Smeetz SA,10'000,Award,Renens,smeetz sa,smeetz sa,1248568.0,CHE205861430,Lausanne
2021-05-06,flowbone SA,50'000,Award,Lausanne,flowbone sa,flowbone sa,1446768.0,CHE227813793,Ecublens (VD)
2021-05-07,Sustema AG,Undisclosed,Equity,Zürich,sustema ag,sustema ag,1324047.0,CHE248028564,Zürich
2021-05-07,bNovate Technologies SA,5'000'000,Equity,Ecublens,bnovate technologies sa,bnovate technologies sa,1005657.0,CHE312285408,Ecublens (VD)
2021-05-08,Z-Easy Smart Building GmbH,10'000,Loan,Bönigen b. Interlaken (Bönigen),z-easy smart building gmbh,z-easy smart building gmbh,1512991.0,CHE149441966,Bönigen
2021-05-10,Pregnolia AG,Undisclosed,Equity,Schlieren,pregnolia ag,pregnolia ag,1249425.0,CHE452682851,Schlieren
2021-05-10,Kasparund AG,Undisclosed,Equity,St. Gallen,kasparund ag,kasparund ag,1448915.0,CHE134583557,St. Gallen
2021-05-10,FenX AG,2'700'000,Equity,Turgi,fenx ag,fenx ag,1394281.0,CHE189170182,Baden
2021-05-10,IRsweep AG,Undisclosed,Equity,Stäfa,irsweep ag,irsweep ag,1180654.0,CHE401333966,Stäfa
2021-05-11,Flybotix SA,400'000,Loan,Renens,flybotix sa,flybotix sa,1377802.0,CHE352588973,Renens (VD)
2021-05-11,Qnami AG,4'000'000,Equity,Muttenz,qnami ag,qnami ag,1327758.0,CHE364148026,Muttenz
2021-05-11,RELE.AI AG,995'000,Equity,Erlenbach,rele.ai ag,rele.ai ag,1363917.0,CHE278401691,Erlenbach (ZH)
2021-05-11,MoonLake Immunotherapeutics AG,Undisclosed,Equity,Zug,moonlake immunotherapeutics ag,moonlake immunotherapeutics ag,1477715.0,CHE433093536,Zug
2021-05-11,NXI Therapeutics AG,500'000,Convertible loan,Basel,nxi therapeutics ag,nxi therapeutics ag,1486330.0,CHE267247256,Basel
2021-05-11,SoHHytec SA,25'000,Grant,Lausanne,sohhytec sa,sohhytec sa,1423618.0,CHE299621198,Ecublens (VD)
2021-05-12,CustomSurg AG,100'000,Convertible loan,Zürich ETH-Zentrum,customsurg ag,customsurg ag,1507616.0,CHE320175259,Zürich
2021-05-17,inyova AG,11'000'000,Equity,Zurich,inyova ag,inyova ag,1314784.0,CHE138068018,Zürich
2021-05-17,Sleepiz AG,450'000,Grant,Zurich,sleepiz ag,sleepiz ag,1333327.0,CHE416105434,Zürich
2021-05-17,CareerLunch AG,1'100'000,Equity,Sarnen,careerlunch ag,careerlunch ag,1397064.0,CHE494584289,Sarnen
2021-05-18,AI Retailer Systems AG,10'000,Grant,Bern,ai retailer systems ag,ai retailer systems ag,1409269.0,CHE244905568,Bern
2021-05-18,Octotronic AG,10'000,Grant,Küsnacht ZH,octotronic ag,octotronic ag,1454714.0,CHE320390295,Zürich
2021-05-18,nexoya AG,1'400'000,Equity,Zürich,nexoya ag,nexoya ag,1356422.0,CHE427024248,Zürich
2021-05-18,Datacie SA,10'000,Grant,Ecublens,datacie sa,datacie sa,1435530.0,CHE231706060,Ecublens (VD)
2021-05-19,Versics AG,40'000,Convertible loan,Zürich,versics ag,versics ag,1520088.0,CHE441503631,Zürich
2021-05-19,MATIS SA,40'000,Convertible loan,Genève,matis sa,matis sa,1546204.0,CHE214068867,Neuchâtel
2021-05-19,dimpora AG,2'100'000,Equity,Zürich,dimpora ag,dimpora ag,1376823.0,CHE374003323,Zürich
2021-05-20,Numab Therapeutics AG,100'000'000,Equity,Horgen,numab therapeutics ag,numab therapeutics ag,1288372.0,CHE199155103,Horgen
2021-05-20,HAYA Therapeutics SA,18'000'000,Equity,Epalinges,haya therapeutics sa,haya therapeutics sa,1399665.0,CHE187646914,Epalinges
2021-05-21,DeepJudge AG,150'000,Grant,Zürich,deepjudge ag,deepjudge ag,1468499.0,CHE376843268,Zürich
2021-05-21,Swixx Biopharma AG,57'000'000,Loan,Baar,swixx biopharma ag,swixx biopharma ag,1160370.0,CHE147465430,Baar
2021-05-21,Swixx Biopharma AG,49'333'000,Equity,Baar,swixx biopharma ag,swixx biopharma ag,1160370.0,CHE147465430,Baar
2021-05-22,Odne AG,2'540'000,Equity,Dübendorf,odne ag,odne ag,1346523.0,CHE165176923,Dübendorf
2021-05-25,MedXCell SA,5'300'000,Equity,1820 Montreux,medxcell sa,medxcell sa,1253431.0,CHE498867728,Montreux
2021-05-26,Inura Medical AG,Undisclosed,Equity,Liestal,inura medical ag,inura medical ag,1222367.0,CHE262669710,Liestal
2021-05-27,Topadur Pharma AG,859'000,Grant,Schlieren,topadur pharma ag,topadur pharma ag,1214982.0,CHE481951668,Schlieren
2021-05-27,Abologix Sàrl,100'000,Convertible loan,Plan-les-Ouates,abologix sàrl,abologix sàrl,1336901.0,CHE223149950,Plan-les-Ouates
2021-05-27,Oryl Photonics SA,100'000,Loan,Lausanne,oryl photonics sa,oryl photonics sa,1451375.0,CHE447633752,Lausanne
2021-05-28,Cyltronic AG,100'000,Grant,Winterthur,cyltronic ag,cyltronic ag,1454800.0,CHE490487322,Winterthur
2021-05-28,Axino Solutions AG,1'500'000,Equity,Solothum,axino solutions ag,axino solutions ag,1254310.0,CHE377630083,Solothurn
2021-05-31,Transmutex SA,2'600'000,Equity,Vernier,transmutex sa,transmutex sa,1402964.0,CHE378932049,Vernier
2021-05-31,NXI Therapeutics AG,100'000,Equity,Basel,nxi therapeutics ag,nxi therapeutics ag,1486330.0,CHE267247256,Basel
2021-05-31,deskbird AG,Undisclosed,Equity,St.Gallen,deskbird ag,deskbird ag,1451161.0,CHE193964133,St. Gallen
2021-05-31,Isochronic AG,500'000,Equity,Denges,isochronic ag,isochronic ag,1452214.0,CHE218280886,Denges
2021-06-01,BioVersys AG,13'870'000,Grant,Basel,bioversys ag,bioversys ag,922224.0,CHE114512761,Basel
2021-06-01,ExoLabs GmbH,Undisclosed,Grant,Zürich,exolabs gmbh,exolabs gmbh,1289675.0,CHE207447722,Zürich
2021-06-01,IMburse AG,11'300'000,Equity,Zurich,imburse ag,imburse ag,1339067.0,CHE317479641,Zürich
2021-06-01,wefox Holding AG,588'000'000,Equity,Zürich,wefox holding ag,wefox holding ag,1201794.0,CHE375651476,Zürich
2021-06-01,Obligate AG,4'250'000,Equity,Zurich,obligate ag,obligate ag,1398242.0,CHE379891298,Zürich
2021-06-01,Bottmedical AG,350'000,Grant,Basel,bottmedical ag,bottmedical ag,1392240.0,CHE473018021,Basel
2021-06-01,dloop AG,270'000,Convertible loan,Zug,dloop ag,dloop ag,1349006.0,CHE293590470,Zug
2021-06-01,DeepJudge AG,130'000,Grant,Zürich,deepjudge ag,deepjudge ag,1468499.0,CHE376843268,Zürich
2021-06-01,tipi technologies AG,Undisclosed,Convertible loan,Zürich,tipi technologies ag,tipi technologies ag,1488730.0,CHE358978640,Zürich
2021-06-01,Adularia AG,130'000,Grant,Zurich ETH Zentrum,adularia ag,adularia ag,1552083.0,CHE226394374,Zürich
2021-06-01,OxyPrem AG,210'000,Grant,Zürich,oxyprem ag,oxyprem ag,1364086.0,CHE179226970,Zürich
2021-06-01,autonomyo Sàrl,85'000,Grant,Epalinges,autonomyo sàrl,autonomyo sàrl,1480101.0,CHE458281870,Assens
2021-06-01,Oxyle AG,532'000,Grant,Schlieren,oxyle ag,oxyle ag,1435657.0,CHE321134429,Schlieren
2021-06-02,Swiss Motion Technologies SA,500'000,Loan,Renens,swiss motion technologies sa,swiss motion technologies sa,1335674.0,CHE442107522,Renens (VD)
2021-06-02,Resmonics AG,100'000,Convertible loan,Zürich,resmonics ag,resmonics ag,1458593.0,CHE202528017,Zürich
2021-06-02,Enerdrape SA,100'000,Convertible loan,Renens,enerdrape sa,enerdrape sa,1490014.0,CHE421256168,Renens (VD)
2021-06-02,KomGo SA,26'000'000,Equity,Geneva,komgo sa,komgo sa,1360686.0,CHE402523073,Genève
2021-06-03,Aktionariat AG,324'306,Equity,Erlenbach,aktionariat ag,aktionariat ag,1438805.0,CHE453438437,Erlenbach (ZH)
2021-06-03,RETREEB SA,1'500'000,Equity,Geneva,retreeb sa,retreeb sa,1389572.0,CHE175838832,Genève
2021-06-03,Riskwolf AG,750'000,Equity,Zürich,riskwolf ag,riskwolf ag,1416413.0,CHE255290357,Zürich
2021-06-03,neon Switzerland AG,7'000'000,Equity,Zürich,neon switzerland ag,neon switzerland ag,1315637.0,CHE318873822,Zürich
2021-06-03,Energy Vault SA,Undisclosed,Equity,Lugano,energy vault sa,energy vault sa,1329535.0,CHE134914795,Lugano
2021-06-08,NXI Therapeutics AG,10'000,Grant,Basel,nxi therapeutics ag,nxi therapeutics ag,1486330.0,CHE267247256,Basel
2021-06-08,Groam Tech AG,10'000,Grant,Zürich,groam tech ag,groam tech ag,1556237.0,CHE244944924,Zürich
2021-06-08,Luya Foods AG,10'000,Grant,Bern,luya foods ag,luya foods ag,1494700.0,CHE293107980,Bern
2021-06-08,Skyvor Medical AG,10'000,Grant,Riehen,skyvor medical ag,skyvor medical ag,1552811.0,CHE152694692,Riehen
2021-06-08,Agora Care SA,10'000,Grant,Plan-les-Ouates,agora care sa,agora care sa,1490853.0,CHE318903127,Plan-les-Ouates
2021-06-08,Virtamed AG,550'000,Grant,Schlieren,virtamed ag,virtamed ag,886987.0,CHE113865145,Schlieren
2021-06-08,Madame Sum AG,1'200'000,Equity,Herrliberg,madame sum ag,madame sum ag,1320807.0,CHE145907138,Herrliberg
2021-06-09,Antefil Composite Tech AG,40'000,Convertible loan,Zürich,antefil composite tech ag,antefil composite tech ag,1525184.0,CHE380263252,Zürich
2021-06-09,Galventa AG,40'000,Convertible loan,St. Gallen,galventa ag,galventa ag,1344542.0,CHE491842437,St. Gallen
2021-06-09,Galventa AG,30'000,Award,St. Gallen,galventa ag,galventa ag,1344542.0,CHE491842437,St. Gallen
2021-06-09,Kasparund AG,40'000,Convertible loan,St. Gallen,kasparund ag,kasparund ag,1448915.0,CHE134583557,St. Gallen
2021-06-09,MUVON Therapeutics AG,Undisclosed,Award,Zurich,muvon therapeutics ag,muvon therapeutics ag,1458402.0,CHE218760672,Zürich
2021-06-10,Nexxiot AG,22'400'000,Equity,Zürich,nexxiot ag,nexxiot ag,1214492.0,CHE429226969,Zürich
2021-06-11,neocredit.ch AG,10'000'000,Equity,Bern,neocredit.ch ag,neocredit.ch ag,1374525.0,CHE276367480,Bern
2021-06-11,Blent Sàrl,50'000,Loan,Lausanne,blent sàrl,blent sàrl,1405596.0,CHE266622127,Lausanne
2021-06-11,kaiosID SA,250'000,Convertible loan,Villars-le-Terroir,kaiosid sa,kaiosid sa,1404201.0,CHE402424838,Villars-le-Terroir
2021-06-11,ZYTLYN TECHNOLOGIES AG,2'300'000,Equity,Plan-les-Ouates,zytlyn technologies ag,zytlyn technologies ag,1471082.0,CHE204893918,Plan-les-Ouates
2021-06-13,RoBoa AG,10'000,Grant,8092 Zürich ETH-Zentrum,roboa ag,roboa ag,1681431.0,CHE423563121,Zürich
2021-06-14,Bright Peak Therapeutics AG,98'100'000,Equity,Basel,bright peak therapeutics ag,bright peak therapeutics ag,1331001.0,CHE464651515,Allschwil
2021-06-15,Alentis Therapeutics AG,60'000'000,Equity,Allschwil,alentis therapeutics ag,alentis therapeutics ag,1387803.0,CHE227760145,Allschwil
2021-06-15,EVOLY Sàrl,10'000,Award,Chavannes-près-Renens,evoly sàrl,evoly sàrl,1496496.0,CHE158738299,Chavannes-près-Renens
2021-06-15,Coatchecker GmbH,Undisclosed,Equity,Winterthur,coatchecker gmbh,coatchecker gmbh,1286879.0,CHE313092272,Zürich
2021-06-16,Alentis Therapeutics AG,61'400'000,Equity,Allschwil,alentis therapeutics ag,alentis therapeutics ag,1387803.0,CHE227760145,Allschwil
2021-06-16,Relai AG,2'500'000,Equity,Zürich,relai ag,relai ag,1455745.0,CHE340229036,Zürich
2021-06-16,Ecorobotix SA,13'480'000,Equity,Yverdon-les-Bains,ecorobotix sa,ecorobotix sa,1036949.0,CHE284375582,Yverdon-les-Bains
2021-06-17,threatray AG,2'300'000,Equity,Biel/Bienne,threatray ag,threatray ag,1367009.0,CHE164774636,Biel/Bienne
2021-06-17,cellvie AG,100'000,Award,Zurich,cellvie ag,cellvie ag,1450951.0,CHE331507963,Zürich
2021-06-17,SEQUENT AG,670'000,Equity,Basel,sequent ag,sequent ag,1273462.0,CHE338180018,La Chaux-de-Fonds
2021-06-17,dimpora AG,100'000,Award,Zürich,dimpora ag,dimpora ag,1376823.0,CHE374003323,Zürich
2021-06-17,Testmate Health SA,100'000,Award,Chavannes-de-Bogis,testmate health sa,testmate health sa,1434668.0,CHE231678216,Epalinges
2021-06-17,Lumiphase AG,100'000,Award,Kilchberg,lumiphase ag,lumiphase ag,1424316.0,CHE171239733,Stäfa
2021-06-17,Volumina Medical SA,100'000,Award,Epalinges,volumina medical sa,volumina medical sa,1333403.0,CHE211907572,Epalinges
2021-06-17,LEDCity AG,100'000,Award,Zürich,ledcity ag,ledcity ag,1304170.0,CHE376567447,Zürich
2021-06-18,Kyan Health AG,1'500'000,Equity,Zollikon,kyan health ag,kyan health ag,1479743.0,CHE267518768,Zollikon
2021-06-21,RealTyme SA,Undisclosed,Equity,Genève,realtyme sa,realtyme sa,1419357.0,CHE354059361,Genève
2021-06-21,Anapaya Systems AG,6'800'000,Equity,Zurich,anapaya systems ag,anapaya systems ag,1307660.0,CHE470633081,Zürich
2021-06-22,Agora Care SA,917'000,Equity,Plan-les-Ouates,agora care sa,agora care sa,1490853.0,CHE318903127,Plan-les-Ouates
2021-06-22,Tune Insight SA,10'000,Equity,Lausanne,tune insight sa,tune insight sa,1501988.0,CHE357768761,Ecublens (VD)
2021-06-22,Avelo AG,10'000,Grant,Schlieren,avelo ag,avelo ag,1456812.0,CHE316141151,Schlieren
2021-06-23,biped robotics SA,50'000,Convertible loan,Epalinges,biped robotics sa,biped robotics sa,1470042.0,CHE388584292,Epalinges
2021-06-23,Sensemodi Sàrl,40'000,Convertible loan,Echandens,sensemodi sàrl,sensemodi sàrl,1549711.0,CHE314528332,Echandens
2021-06-23,Oncobit AG,40'000,Convertible loan,Schlieren,oncobit ag,oncobit ag,1347031.0,CHE193564727,Schlieren
2021-06-23,Nimagna AG,Undisclosed,Equity,Zürich,nimagna ag,nimagna ag,1465170.0,CHE401957569,Zürich
2021-06-24,Vidinoti SA,Undisclosed,Equity,Fribourg,vidinoti sa,vidinoti sa,987235.0,CHE115819067,Fribourg
2021-06-25,ArcoScreen SA,100'000,Grant,Lausanne,arcoscreen sa,arcoscreen sa,1496051.0,CHE265506926,Lausanne
2021-06-25,Monte Rosa Therapeutics AG,205'000'000,Equity,Basel,monte rosa therapeutics ag,monte rosa therapeutics ag,1345918.0,CHE405675696,Basel
2021-06-30,ClearSpace SA,4'000'000,Equity,Renens,clearspace sa,clearspace sa,1333524.0,CHE143113914,Renens (VD)
2021-06-30,Cyltronic AG,700'000,Equity,Winterthur,cyltronic ag,cyltronic ag,1454800.0,CHE490487322,Winterthur
2021-06-30,Cyltronic AG,310'000,Grant,Winterthur,cyltronic ag,cyltronic ag,1454800.0,CHE490487322,Winterthur
2021-06-30,Topadur Pharma AG,4'000'000,Equity,Schlieren,topadur pharma ag,topadur pharma ag,1214982.0,CHE481951668,Schlieren
2021-06-30,Spectroswiss Sàrl,375'000,Grant,Lausanne,spectroswiss sàrl,spectroswiss sàrl,1200218.0,CHE464052579,Ecublens (VD)
2021-07-01,Reconnect Labs AG,Undisclosed,Equity,Winterthur,reconnect labs ag,reconnect labs ag,1479318.0,CHE247167708,Winterthur
2021-07-01,Twiliner AG,1'340'000,Grant,Zurich,twiliner ag,twiliner ag,1473759.0,CHE494351762,Zürich
2021-07-01,Swiss Airtainer SA,100'000,Loan,Yverdon-les-Bains,swiss airtainer sa,swiss airtainer sa,1400985.0,CHE323661415,Payerne
2021-07-01,Adaptyv Biosystems Sàrl,100'000,Grant,Epalinges,adaptyv biosystems sàrl,adaptyv biosystems sàrl,1512226.0,CHE364352615,Epalinges
2021-07-02,InCephalo AG,5'400'000,Equity,Allschwil,incephalo ag,incephalo ag,1490343.0,CHE473675319,Allschwil
2021-07-06,OXI-ZEN Solutions GmbH,10'000,Grant,Zug,oxi-zen solutions gmbh,oxi-zen solutions gmbh,1378594.0,CHE230944585,Zug
2021-07-06,SURI BioTech GmbH,10'000,Convertible loan,Schlieren,suri biotech gmbh,suri biotech gmbh,1577950.0,CHE461547465,Schlieren
2021-07-06,Braincredible SA,10'000,Grant,Sion,braincredible sa,braincredible sa,1500519.0,CHE200583844,Sion
2021-07-06,Bearmind SA,10'000,Grant,Lausanne,bearmind sa,bearmind sa,1510036.0,CHE259831111,Ecublens (VD)
2021-07-06,Zurich Instruments AG,Undisclosed,Equity,Zürich,zurich instruments ag,zurich instruments ag,905030.0,CHE114158317,Zürich
2021-07-07,Datacie SA,20'000,Grant,Ecublens,datacie sa,datacie sa,1435530.0,CHE231706060,Ecublens (VD)
2021-07-07,AgroSustain SA,4'800'000,Equity,Renens,agrosustain sa,agrosustain sa,1350033.0,CHE384295771,Renens (VD)
2021-07-07,Celerato AG,40'000,Convertible loan,Schwerzenbach ZH,celerato ag,celerato ag,1451180.0,CHE134132060,Schwerzenbach
2021-07-07,Bottneuro AG,40'000,Convertible loan,Basel,bottneuro ag,bottneuro ag,1469940.0,CHE461073272,Basel
2021-07-08,Tresorit AG,Undisclosed,Equity,Niederteufen,tresorit ag,tresorit ag,1153969.0,CHE349825210,Zürich
2021-07-12,autonomyo Sàrl,200'000,Award,Epalinges,autonomyo sàrl,autonomyo sàrl,1480101.0,CHE458281870,Assens
2021-07-12,coatingAI AG,100'000,Grant,Winterthur,coatingai ag,coatingai ag,1493006.0,CHE407172006,Winterthur
2021-07-13,Lyfa Innovations GmbH,Undisclosed,Convertible loan,Basel,lyfa innovations gmbh,lyfa innovations gmbh,1430038.0,CHE229313490,Basel
2021-07-13,Cyltronic AG,20'000,Grant,Winterthur,cyltronic ag,cyltronic ag,1454800.0,CHE490487322,Winterthur
2021-07-13,olanga AG,50'000,Grant,Brugg,olanga ag,olanga ag,1429930.0,CHE404207217,Brugg
2021-07-13,Lyfa Innovations GmbH,Undisclosed,Equity,Basel,lyfa innovations gmbh,lyfa innovations gmbh,1430038.0,CHE229313490,Basel
2021-07-14,Impaakt SA,2'500'000,Equity,Plan-les-Ouates,impaakt sa,impaakt sa,1333778.0,CHE371842385,Plan-les-Ouates
2021-07-14,Perovskia Solar AG,100'000,Convertible loan,Aubonne,perovskia solar ag,perovskia solar ag,1510146.0,CHE231549406,Aubonne
2021-07-14,KUORI GmbH,60'000,Grant,Zürich,kuori gmbh,kuori gmbh,1529743.0,CHE380838744,Zürich
2021-07-14,ProSeed AG,150'000,Grant,Steinhausen,proseed ag,proseed ag,1205198.0,CHE390116374,Steinhausen
2021-07-15,HammerDrum AG,15'000,Award,Zug,hammerdrum ag,hammerdrum ag,1534941.0,CHE262201821,Zug
2021-07-15,Supertrends AG,1'500'000,Equity,Zug,supertrends ag,supertrends ag,1394275.0,CHE491783958,Zug
2021-07-15,GeNeuro SA,6'500'000,Equity,Plan-les-Ouates,geneuro sa,geneuro sa,827745.0,CHE112754833,Plan-les-Ouates
2021-07-16,greenmatch AG,Undisclosed,Equity,Binningen,greenmatch ag,greenmatch ag,1148250.0,CHE348647124,Basel
