date,firm_name,amount_chf,type,location,firm_name_norm,firm_name_clean,ehraid,uid,legal_seat
2024-05-07,Windworks SA,10'000,Grant,Lausanne,windworks sa,windworks sa,1676231.0,CHE160843103,Lausanne
2024-05-07,Incaptek Sàrl,10'000,Grant,Courroux,incaptek sàrl,incaptek sàrl,1531053.0,CHE307501368,Courroux
2024-05-07,Scanvio Medical AG,10'000,Grant,Zürich ETH-Zentrum,scanvio medical ag,scanvio medical ag,1641752.0,CHE322016330,Zürich
2024-05-08,Ionic Wind AG,40'000,Convertible loan,St. Gallen,ionic wind ag,ionic wind ag,1685508.0,CHE365410126,St. Gallen
2024-05-08,Green-Y Energy AG,3'000'000,Equity,Hasle bei Burgdorf,green-y energy ag,green-y energy ag,1428715.0,CHE312164041,Hasle bei Burgdorf
2024-05-08,AiMorphous Health SA,40'000,Convertible loan,Courroux,aimorphous health sa,aimorphous health sa,1547385.0,CHE222865133,Courroux
2024-05-08,Zario AG,120'000,Equity,Manno,zario ag,zario ag,1594403.0,CHE249542183,Manno
2024-05-08,Allegria Therapeutics AG,3'200'000,Equity,Basel,allegria therapeutics ag,allegria therapeutics ag,1619756.0,CHE448817007,Basel
2024-05-10,Axmed AG,1'800'000,Equity,Basel,axmed ag,axmed ag,1648758.0,CHE333697923,Basel
2024-05-13,Lightium AG,2'670'000,Grant,Schlieren,lightium ag,lightium ag,1604135.0,CHE372073264,Schlieren
2024-05-14,SwissDrones Operating AG,9'000'000,Equity,Buchs SG,swissdrones operating ag,swissdrones operating ag,1159860.0,CHE424414541,Zürich
2024-05-14,Cowa Thermal Solutions AG,1'900'000,Equity,Root D4,cowa thermal solutions ag,cowa thermal solutions ag,1394670.0,CHE220517715,Root
2024-05-14,Auxivo AG,Undisclosed,Loan,Schwerzenbach,auxivo ag,auxivo ag,1404986.0,CHE333419548,Schwerzenbach
2024-05-15,biped robotics SA,530'000,Convertible loan,Epalinges,biped robotics sa,biped robotics sa,1470042.0,CHE388584292,Epalinges
2024-05-15,MobiLysis Sàrl,25'000,Award,Lausanne,mobilysis sàrl,mobilysis sàrl,1548265.0,CHE257921074,Lausanne
2024-05-15,GraphEnergyTech Sàrl,220'156,Grant,Lausanne,graphenergytech sàrl,graphenergytech sàrl,1636365.0,CHE278212049,Ecublens (VD)
2024-05-15,Ex Nunc Intelligence SA,10'000,Award,Ecublens,ex nunc intelligence sa,ex nunc intelligence sa,1605150.0,CHE439808328,Lausanne
2024-05-15,Orio Therapeutics SA,100'000,Convertible loan,Monthey,orio therapeutics sa,orio therapeutics sa,1577074.0,CHE336203648,Monthey
2024-05-15,DemoSquare SA,100'000,Convertible loan,Prilly,demosquare sa,demosquare sa,1590882.0,CHE372960337,Prilly
2024-05-16,Refluenced AG,1'000'000,Equity,Zürich,refluenced ag,refluenced ag,1524396.0,CHE438165031,Zürich
2024-05-17,CUTISS AG,25'000'000,Equity,Schlieren,cutiss ag,cutiss ag,1297572.0,CHE233237662,Schlieren
2024-05-17,LeaseTeq AG,Undisclosed,Loan,Pfäffikon,leaseteq ag,leaseteq ag,1481537.0,CHE167950125,Zürich
2024-05-17,Flybotix SA,1'100'000,Equity,Renens,flybotix sa,flybotix sa,1377802.0,CHE352588973,Renens (VD)
2024-05-17,Grensol AG,25'000,Award,Zürich,grensol ag,grensol ag,1481085.0,CHE341961559,Zürich
2024-05-17,Grensol AG,557'778,Grant,Zürich,grensol ag,grensol ag,1481085.0,CHE341961559,Zürich
2024-05-18,Ymmunobio AG,2'000'000,Convertible loan,Riehen,ymmunobio ag,ymmunobio ag,1502556.0,CHE468419785,Riehen
2024-05-19,School Rebound SA,100'000,Loan,Ecublens,school rebound sa,school rebound sa,1470906.0,CHE382422099,Vevey
2024-05-21,Windworks SA,100'000,Grant,Lausanne,windworks sa,windworks sa,1676231.0,CHE160843103,Lausanne
2024-05-21,Quantum Brand Protection SA,10'000,Grant,Lausanne,quantum brand protection sa,quantum brand protection sa,1604096.0,CHE324982402,Lausanne
2024-05-21,Limula SA,6'150'000,Equity,La Tour-de-Peilz,limula sa,limula sa,1459463.0,CHE409279000,La Tour-de-Peilz
2024-05-22,HeroSupport SA,50'000,Award,Veyrier,herosupport sa,herosupport sa,1542453.0,CHE462249881,Veyrier
2024-05-22,CellX Biosolutions AG,40'000,Convertible loan,Zürich,cellx biosolutions ag,cellx biosolutions ag,1666362.0,CHE236795266,Zürich
2024-05-23,DAAV SA,1'000'000,Equity,Biel,daav sa,daav sa,1364690.0,CHE455367989,Biel/Bienne
2024-05-23,Avelo AG,2'930'000,Grant,Schlieren,avelo ag,avelo ag,1456812.0,CHE316141151,Schlieren
2024-05-23,Correntics AG,1'470'000,Grant,Zürich,correntics ag,correntics ag,1499676.0,CHE408956499,Zürich
2024-05-28,Dyneo Technologies SA,250'000,Equity,Petit-Lancy,dyneo technologies sa,dyneo technologies sa,1609421.0,CHE441217757,Lancy
2024-05-28,DataHow AG,Undisclosed,Equity,Zurich,datahow ag,datahow ag,1324026.0,CHE446947308,Zürich
2024-05-29,Oxyle AG,Undisclosed,Grant,Schlieren,oxyle ag,oxyle ag,1435657.0,CHE321134429,Schlieren
2024-05-29,Lighthouse Tech SA,500'000,Equity,Morbio Inferiore,lighthouse tech sa,lighthouse tech sa,1460944.0,CHE417550044,Morbio Inferiore
2024-05-30,Noriware AG,525'000,Convertible loan,Lupfig,noriware ag,noriware ag,1556984.0,CHE316234404,Lupfig
2024-05-30,Windworks SA,8'000,Grant,Lausanne,windworks sa,windworks sa,1676231.0,CHE160843103,Lausanne
2024-05-30,Scrypt Digital Trading AG,4'890'000,Equity,Zug,scrypt digital trading ag,scrypt digital trading ag,1361568.0,CHE289979451,Zug
2024-05-30,EthonAI AG,15'000'000,Equity,Zürich,ethonai ag,ethonai ag,1509374.0,CHE356740151,Zürich
2024-05-31,CSky SA,800'000,Equity,Prilly,csky sa,csky sa,1585351.0,CHE208898501,Prilly
2024-05-31,Antefil Composite Tech AG,1'063'000,Equity,Zürich,antefil composite tech ag,antefil composite tech ag,1525184.0,CHE380263252,Zürich
2024-05-31,Findependent AG,1'500'000,Equity,Aarau,findependent ag,findependent ag,1397771.0,CHE457582576,Lenzburg
2024-05-31,Squaretech GmbH,4'000,Grant,Richterswil,squaretech gmbh,squaretech gmbh,1606775.0,CHE130565218,Richterswil
2024-06-01,Synthara AG,2'500'000,Grant,Zürich,synthara ag,synthara ag,1392956.0,CHE165140121,Zürich
2024-06-01,BIOS Medical AG,100'000,Convertible loan,Davos,bios medical ag,bios medical ag,1572246.0,CHE371993848,Davos
2024-06-01,SensorX Solutions GmbH,150'000,Grant,Sarnen,sensorx solutions gmbh,sensorx solutions gmbh,1602814.0,CHE323567503,Alpnach
2024-06-03,Emovo Care SA,250'000,Grant,Lausanne,emovo care sa,emovo care sa,1440269.0,CHE373504143,Epalinges
2024-06-03,Kasparund AG,2'500'000,Equity,St. Gallen,kasparund ag,kasparund ag,1448915.0,CHE134583557,St. Gallen
2024-06-04,Carewell SA,10'000,Grant,Pully,carewell sa,carewell sa,1648629.0,CHE345273062,Pully
2024-06-04,mimic robotics AG,10'000,Grant,Zürich ETH-Zentrum,mimic robotics ag,mimic robotics ag,1637510.0,CHE213176313,Zürich
2024-06-04,Noosh Drinks Sàrl,10'000,Grant,Sion,noosh drinks sàrl,noosh drinks sàrl,1661430.0,CHE331373088,Sion
2024-06-04,LogBook AG,10'000,Grant,Zürich,logbook ag,logbook ag,1632606.0,CHE161085374,Zürich
2024-06-04,LogBook AG,1'000'000,Equity,Zürich,logbook ag,logbook ag,1632606.0,CHE161085374,Zürich
2024-06-04,SYNHELION SA,Undisclosed,Revenue,8008 Zürich,synhelion sa,synhelion sa,1264237.0,CHE381089666,Lugano
2024-06-04,Neural Concept SA,24'500'000,Equity,Lausanne,neural concept sa,neural concept sa,1352615.0,CHE213105804,Ecublens (VD)
2024-06-05,Duatic AG,40'000,Convertible loan,Zurich,duatic ag,duatic ag,1637660.0,CHE211244464,Zürich
2024-06-05,Microcaps AG,9'300'000,Equity,Schlieren,microcaps ag,microcaps ag,1386837.0,CHE208681284,Schlieren
2024-06-05,SolidWatts SA,200'000,Grant,Pully,solidwatts sa,solidwatts sa,1559059.0,CHE199078187,Pully
2024-06-05,Grensol AG,40'000,Convertible loan,Zürich,grensol ag,grensol ag,1481085.0,CHE341961559,Zürich
2024-06-05,SOLARSPLIT SA,Undisclosed,Grant,Neuchâtel,solarsplit sa,solarsplit sa,1574036.0,CHE300309976,Neuchâtel
2024-06-06,BioVersys AG,575'000,Award,Basel,bioversys ag,bioversys ag,922224.0,CHE114512761,Basel
2024-06-06,VentoStream AG,Undisclosed,Grant,Bubendorf,ventostream ag,ventostream ag,1598159.0,CHE438784955,Bubendorf
2024-06-07,Optiverse AG,25'000,Convertible loan,Zürich,optiverse ag,optiverse ag,1644122.0,CHE412948534,Zürich
2024-06-10,Kidemis AG,150'000,Convertible loan,Zollikofen,kidemis ag,kidemis ag,1590415.0,CHE439987461,Zollikofen
2024-06-10,Evolium Technologies SA,10'000,Award,Sion,evolium technologies sa,evolium technologies sa,1621073.0,CHE452279260,Sion
2024-06-10,Ucentrics AG,1'129'000,Grant,Zürich,ucentrics ag,ucentrics ag,1633461.0,CHE314767842,Zürich
2024-06-11,FemtoTools AG,24'000'000,Equity,Buchs/ZH,femtotools ag,femtotools ag,879558.0,CHE113745251,Buchs (ZH)
2024-06-11,Ondefy SA,1'800'000,Equity,Lausanne,ondefy sa,ondefy sa,1509842.0,CHE138100975,Lausanne
2024-06-11,SensArs Neuroprosthetics Sàrl,Undisclosed,Equity,Lausanne,sensars neuroprosthetics sàrl,sensars neuroprosthetics sàrl,1184638.0,CHE130906673,Lausanne
2024-06-12,Amporin Pharmaceuticals AG,100'000,Convertible loan,Basel,amporin pharmaceuticals ag,amporin pharmaceuticals ag,1636333.0,CHE337200500,Basel
2024-06-12,IMAI MedTech GmbH,100'000,Convertible loan,Schlieren,imai medtech gmbh,imai medtech gmbh,1629820.0,CHE308576357,Schlieren
2024-06-12,CalicoBiosystems SA,100'000,Convertible loan,Crissier,calicobiosystems sa,calicobiosystems sa,1660765.0,CHE485159065,Crissier
2024-06-13,meteoblue AG,Undisclosed,Equity,Basel,meteoblue ag,meteoblue ag,849015.0,CHE113182626,Basel
2024-06-14,Drone Harmony AG,2'000'000,Equity,Zürich,drone harmony ag,drone harmony ag,1273727.0,CHE430191757,Dübendorf
2024-06-14,Bright Peak Therapeutics AG,82'000'000,Equity,Basel,bright peak therapeutics ag,bright peak therapeutics ag,1331001.0,CHE464651515,Allschwil
2024-06-15,HemostOD SA,500'000,Loan,St Sulpice,hemostod sa,hemostod sa,1444124.0,CHE278248627,Saint-Sulpice (VD)
2024-06-15,Emissium SA,100'000,Loan,Sion,emissium sa,emissium sa,1590510.0,CHE465831014,Sion
2024-06-17,Planeto SA,10'000,Award,Plan-les-Ouates,planeto sa,planeto sa,1604794.0,CHE405302338,Plan-les-Ouates
2024-06-17,qCella AG,10'000,Award,Zürich,qcella ag,qcella ag,1606201.0,CHE426014365,Zürich
2024-06-17,Procavea Biotech AG,20'000,Award,Zurich,procavea biotech ag,procavea biotech ag,1626893.0,CHE178079086,Zürich
2024-06-17,Taskbase AG,3'500'000,Equity,Zürich,taskbase ag,taskbase ag,1231988.0,CHE255736867,Zürich
2024-06-18,Riverkin GmbH,10'000,Award,Zurich,riverkin gmbh,riverkin gmbh,1634923.0,CHE419534808,Zürich
2024-06-18,Acytronix GmbH,10'000,Grant,Schlieren,acytronix gmbh,acytronix gmbh,1641144.0,CHE490095229,Schlieren
2024-06-18,Clee Medical SA,10'000,Grant,Geneva,clee medical sa,clee medical sa,1660570.0,CHE343543919,Genève
2024-06-18,DeepJudge AG,10'000'000,Equity,Zürich,deepjudge ag,deepjudge ag,1468499.0,CHE376843268,Zürich
2024-06-18,Yasai AG,Undisclosed,Equity,Zurich,yasai ag,yasai ag,1422566.0,CHE461377370,Zürich
2024-06-18,Riverkin GmbH,10'000,Grant,Zurich,riverkin gmbh,riverkin gmbh,1634923.0,CHE419534808,Zürich
2024-06-19,Grensol AG,100'000,Award,Zürich,grensol ag,grensol ag,1481085.0,CHE341961559,Zürich
2024-06-19,Tandem Therapeutics AG,100'000,Award,Schlieren,tandem therapeutics ag,tandem therapeutics ag,1590598.0,CHE192070977,Schlieren
2024-06-19,Actival SA,40'000,Convertible loan,Neuchatel,actival sa,actival sa,1636374.0,CHE405906335,Neuchâtel
2024-06-19,Lightium AG,40'000,Convertible loan,Schlieren,lightium ag,lightium ag,1604135.0,CHE372073264,Schlieren
2024-06-19,Perseo pharma AG,1'600'000,Equity,Muttenz,perseo pharma ag,perseo pharma ag,1387103.0,CHE492603214,Muttenz
2024-06-19,NXI Therapeutics AG,3'500'000,Equity,Basel,nxi therapeutics ag,nxi therapeutics ag,1486330.0,CHE267247256,Basel
2024-06-19,apheros AG,100'000,Award,Zürich ETH-Hönggerberg,apheros ag,apheros ag,1602157.0,CHE341928007,Zürich
2024-06-19,Optiverse AG,Undisclosed,Convertible loan,Zürich,optiverse ag,optiverse ag,1644122.0,CHE412948534,Zürich
2024-06-19,Bewelab SA,40'000,Convertible loan,Fribourg,bewelab sa,bewelab sa,1480677.0,CHE455761932,Fribourg
2024-06-20,a-metal AG,Undisclosed,Convertible loan,Zürich,a-metal ag,a-metal ag,1579871.0,CHE177137700,Zürich
2024-06-20,irmos technologies AG,250'000,Grant,Zürich,irmos technologies ag,irmos technologies ag,1575124.0,CHE383512167,Zürich
2024-06-21,Carewell SA,20'000,Grant,Pully,carewell sa,carewell sa,1648629.0,CHE345273062,Pully
2024-06-25,SkyCell AG,53'000'000,Equity,Zürich,skycell ag,skycell ag,1119530.0,CHE137419799,Zug
2024-06-25,HekeTiss SA,100'000,Loan,Plan-les-Ouates,heketiss sa,heketiss sa,1513198.0,CHE488565326,Plan-les-Ouates
2024-06-25,Neustark AG,62'000'000,Equity,Bern,neustark ag,neustark ag,1400890.0,CHE359351277,Bern
2024-06-25,Bioscibex SA,100'000,Grant,Monthey,bioscibex sa,bioscibex sa,1672356.0,CHE133603447,Monthey
2024-06-27,NetFabric AG,Undisclosed,Equity,Zurich,netfabric ag,netfabric ag,1634697.0,CHE265012937,Zürich
2024-06-27,ENANTIOS AG,1'800'000,Equity,Zürich ETH-Zentrum,enantios ag,enantios ag,1567435.0,CHE246954603,Zürich
2024-06-27,Libattion AG,13'500'000,Equity,Glattbrugg,libattion ag,libattion ag,1345269.0,CHE194478935,Opfikon
2024-06-27,Synthara AG,9'850'000,Equity,Zürich,synthara ag,synthara ag,1392956.0,CHE165140121,Zürich
2024-06-28,Perovskia Solar AG,1'400'000,Equity,Aubonne,perovskia solar ag,perovskia solar ag,1510146.0,CHE231549406,Aubonne
2024-06-28,WattAnyWhere SA,2'200'000,Equity,Sion,wattanywhere sa,wattanywhere sa,1508173.0,CHE219506774,Sion
2024-06-28,Xemperia SA,100'000,Loan,Bulle,xemperia sa,xemperia sa,1617362.0,CHE305866675,Marly
2024-06-28,ASPIVIX SA,500'000,Loan,Epalinges,aspivix sa,aspivix sa,1228346.0,CHE347247288,Epalinges
2024-06-30,PIPRA AG,2'200'000,Convertible loan,Zürich,pipra ag,pipra ag,1405026.0,CHE299810345,Zürich
2024-06-30,Arkaiya SA,100'000,Loan,Lausanne,arkaiya sa,arkaiya sa,1569861.0,CHE303775872,Ecublens (VD)
2024-06-30,Wepot SA,20'000,Award,Villeneuve,wepot sa,wepot sa,1445723.0,CHE311372022,Lausanne
2024-07-01,Bioscibex SA,225'000,Grant,Monthey,bioscibex sa,bioscibex sa,1672356.0,CHE133603447,Monthey
2024-07-01,Cassiopee Applied Analytical Systems Sàrl,1'220'000,Grant,Carrouge,cassiopee applied analytical systems sàrl,cassiopee applied analytical systems sàrl,1309567.0,CHE492603349,Jorat-Mézières
2024-07-01,OncoSwab Sàrl,Undisclosed,Grant,Courroux,oncoswab sàrl,oncoswab sàrl,1616448.0,CHE420235324,Courroux
2024-07-02,Mosaic Soc AG,10'000,Grant,Zürich,mosaic soc ag,mosaic soc ag,1637359.0,CHE149134783,Zürich
2024-07-02,OpenReg SA,10'000,Grant,Carouge GE,openreg sa,openreg sa,1648003.0,CHE183152518,Carouge (GE)
2024-07-02,Verretex SA,10'000,Grant,St-Sulpice,verretex sa,verretex sa,1673255.0,CHE466984985,Saint-Sulpice (VD)
2024-07-02,Precise Health SA,10'000,Grant,Sion,precise health sa,precise health sa,1619293.0,CHE220616429,Sion
2024-07-02,42matters AG,Undisclosed,Equity,Zurich,42matters ag,42matters ag,1021398.0,CHE224961109,Zürich
2024-07-02,wefox Holding AG,23'500'000,Equity,Zürich,wefox holding ag,wefox holding ag,1201794.0,CHE375651476,Zürich
2024-07-03,ONWARD Medical SA,50'000'000,Loan,Lausanne,onward medical sa,onward medical sa,1205723.0,CHE251627802,Lausanne
2024-07-03,Findependent AG,5'000'000,Convertible loan,Aarau,findependent ag,findependent ag,1397771.0,CHE457582576,Lenzburg
2024-07-03,Scanvio Medical AG,40'000,Convertible loan,Zürich ETH-Zentrum,scanvio medical ag,scanvio medical ag,1641752.0,CHE322016330,Zürich
2024-07-03,EVIIVE AG,40'000,Convertible loan,Obfelden,eviive ag,eviive ag,1667984.0,CHE250572156,Obfelden
2024-07-04,Ionic Wind AG,18'000,Award,St. Gallen,ionic wind ag,ionic wind ag,1685508.0,CHE365410126,St. Gallen
2024-07-05,Nerai Bioscience AG,150'000,Grant,Zürich,nerai bioscience ag,nerai bioscience ag,1681670.0,CHE355799408,Zürich
2024-07-05,BTRY AG,150'000,Grant,Dübendorf,btry ag,btry ag,1585579.0,CHE349269438,Dübendorf
2024-07-05,CellX Biosolutions AG,150'000,Grant,Zürich,cellx biosolutions ag,cellx biosolutions ag,1666362.0,CHE236795266,Zürich
2024-07-09,Scrona AG,3'430'000,Convertible loan,Adliswil,scrona ag,scrona ag,1176134.0,CHE140831031,Zürich
2024-07-09,Bewelab SA,250'000,Convertible loan,Fribourg,bewelab sa,bewelab sa,1480677.0,CHE455761932,Fribourg
2024-07-10,BTRY AG,100'000,Convertible loan,Dübendorf,btry ag,btry ag,1585579.0,CHE349269438,Dübendorf
2024-07-10,Flink Robotics AG,100'000,Convertible loan,Küsnacht (ZH),flink robotics ag,flink robotics ag,1610825.0,CHE469965961,Zürich
2024-07-10,Rapidata AG,50'000,Award,Zürich,rapidata ag,rapidata ag,1586989.0,CHE488630797,Zürich
2024-07-11,machineMD AG,850'000,Grant,Bern,machinemd ag,machinemd ag,1420187.0,CHE143068099,Bern
2024-07-12,Caplena AG,3'000'000,Equity,Zürich,caplena ag,caplena ag,708100.0,CHE110062523,Zürich
2024-07-15,inyova AG,1'200'000,Equity,Zurich,inyova ag,inyova ag,1314784.0,CHE138068018,Zürich
2024-07-15,DillySocks AG,214'500,Equity,Zürich,dillysocks ag,dillysocks ag,1161622.0,CHE457921833,Zürich
2024-07-16,Asceneuron SA,86'000'000,Equity,Lausanne,asceneuron sa,asceneuron sa,1116081.0,CHE181731651,Ecublens (VD)
2024-07-17,AnaPico AG,Undisclosed,Equity,Zürich,anapico ag,anapico ag,805515.0,CHE112567194,Opfikon
2024-07-17,Vanarix SA,4'000'000,Convertible loan,Lausanne,vanarix sa,vanarix sa,1356648.0,CHE496883716,Lausanne
2024-07-22,Agora Care SA,2'200'000,Equity,Plan-les-Ouates,agora care sa,agora care sa,1490853.0,CHE318903127,Plan-les-Ouates
2024-07-24,Lakera AI AG,17'300'000,Equity,Zurich,lakera ai ag,lakera ai ag,1472404.0,CHE153024821,Zürich
2024-07-24,NEMATX AG,Undisclosed,Revenue,Zürich,nematx ag,nematx ag,1434746.0,CHE375597167,Zürich
2024-07-27,databaum Sàrl,100'000,Equity,Lausanne,databaum sàrl,databaum sàrl,1556967.0,CHE270015634,Ecublens (VD)
2024-07-28,Swiss Airtainer SA,Undisclosed,Equity,Yverdon-les-Bains,swiss airtainer sa,swiss airtainer sa,1400985.0,CHE323661415,Payerne
2024-07-30,Twiliner AG,250'000,Equity,Zurich,twiliner ag,twiliner ag,1473759.0,CHE494351762,Zürich
2024-07-31,Metafuels AG,4'400'000,Grant,Adliswil,metafuels ag,metafuels ag,1507269.0,CHE158616302,Adliswil
2024-07-31,Anevo AG,100'000,Grant,Zürich,anevo ag,anevo ag,1624648.0,CHE161434664,Zürich
2024-07-31,HeroSupport SA,Undisclosed,Loan,Veyrier,herosupport sa,herosupport sa,1542453.0,CHE462249881,Veyrier
2024-07-31,Shootify Labs Sagl,300'000,Convertible loan,Viganello,shootify labs sagl,shootify labs sagl,1648925.0,CHE229758403,Lugano
2024-08-01,QAECY AG,Undisclosed,Convertible loan,Regensdorf,qaecy ag,qaecy ag,1653847.0,CHE215106128,Regensdorf
2024-08-02,LimmaTech Biologics AG,9'340'000,Equity,Schlieren,limmatech biologics ag,limmatech biologics ag,1222942.0,CHE354125957,Schlieren
2024-08-05,HekeTiss SA,250'000,Convertible loan,Plan-les-Ouates,heketiss sa,heketiss sa,1513198.0,CHE488565326,Plan-les-Ouates
2024-08-06,DemoSquare SA,1'200'000,Equity,Prilly,demosquare sa,demosquare sa,1590882.0,CHE372960337,Prilly
2024-08-06,Oryl Photonics SA,2'500'000,Grant,Lausanne,oryl photonics sa,oryl photonics sa,1451375.0,CHE447633752,Lausanne
2024-08-08,Calingo Insurance AG,3'200'000,Equity,Niederweningen,calingo insurance ag,calingo insurance ag,1442947.0,CHE482680199,Niederweningen
2024-08-08,Yainvest AG,600'000,Equity,BAAR,yainvest ag,yainvest ag,1600535.0,CHE297785707,Baar
2024-08-08,Unlyme SA,250'000,Equity,Lausanne,unlyme sa,unlyme sa,1551691.0,CHE298040952,Lausanne
2024-08-09,SWISSto12 SA,8'430'000,Revenue,Renens,swissto12 sa,swissto12 sa,1029075.0,CHE370774769,Renens (VD)
2024-08-12,GraphEnergyTech Sàrl,1'100'000,Equity,Lausanne,graphenergytech sàrl,graphenergytech sàrl,1636365.0,CHE278212049,Ecublens (VD)
2024-08-13,Spacetalk SA,10'000,Grant,Lausanne,spacetalk sa,spacetalk sa,1591337.0,CHE186012517,Lausanne
2024-08-14,Windworks SA,40'000,Convertible loan,Lausanne,windworks sa,windworks sa,1676231.0,CHE160843103,Lausanne
2024-08-15,Clever Forever Education AG,265'000,Award,St. Gallen,clever forever education ag,clever forever education ag,1477891.0,CHE132944650,St. Gallen
2024-08-15,KNIME AG,30'000'000,Equity,Zurich,knime ag,knime ag,910626.0,CHE114324774,Zürich
2024-08-15,Backbone Art SA,Undisclosed,Loan,Genève,backbone art sa,backbone art sa,1322350.0,CHE303912703,Genève
2024-08-16,Wingtra AG,21'500'000,Equity,Zürich,wingtra ag,wingtra ag,1265904.0,CHE264608949,Zürich
2024-08-18,metaLead Therapeutics AG,500'000,Convertible loan,Basel,metalead therapeutics ag,metalead therapeutics ag,1597609.0,CHE306518202,Basel
2024-08-19,CrowdTransfer AG,3'000'000,Equity,Schweiz,crowdtransfer ag,crowdtransfer ag,1576166.0,CHE287176814,Baar
2024-08-19,apheros AG,1'600'000,Equity,Zürich ETH-Hönggerberg,apheros ag,apheros ag,1602157.0,CHE341928007,Zürich
2024-08-20,Intonate GmbH,10'000,Grant,Jona,intonate gmbh,intonate gmbh,1621235.0,CHE281993625,Rapperswil-Jona
2024-08-20,OptoLumina AG,10'000,Grant,Bern,optolumina ag,optolumina ag,1574180.0,CHE425306670,Bern
2024-08-20,Adjust Medical SA,10'000,Grant,Geneva,adjust medical sa,adjust medical sa,1589839.0,CHE319523537,Genève
2024-08-20,Breezing SA,10'000,Grant,Crans VD,breezing sa,breezing sa,1622403.0,CHE254678925,Crans (VD)
2024-08-21,OPTIML AG,4'000'000,Equity,Zürich,optiml ag,optiml ag,1556930.0,CHE178002184,Zürich
2024-08-21,mimic robotics AG,40'000,Convertible loan,Zürich ETH-Zentrum,mimic robotics ag,mimic robotics ag,1637510.0,CHE213176313,Zürich
2024-08-22,identic ai GmbH,70'000,Convertible loan,Brugg,identic ai gmbh,identic ai gmbh,1613122.0,CHE470478030,Brugg
2024-08-28,Abrinca GmbH,100'000,Convertible loan,Bern,abrinca gmbh,abrinca gmbh,1575388.0,CHE154302419,Bern
2024-08-29,Exogems SA,500'000,Equity,Epalinges,exogems sa,exogems sa,1527802.0,CHE362285008,Epalinges
2024-08-30,Emovo Care SA,500'000,Convertible loan,Lausanne,emovo care sa,emovo care sa,1440269.0,CHE373504143,Epalinges
2024-08-30,OxyPrem AG,1'400'000,Equity,Zürich,oxyprem ag,oxyprem ag,1364086.0,CHE179226970,Zürich
2024-08-30,SCENARIOX SA,489'000,Convertible loan,Geneva,scenariox sa,scenariox sa,1534163.0,CHE182871504,Genève
2024-08-31,IDUN Technologies AG,2'500'000,Grant,Opfikon,idun technologies ag,idun technologies ag,1327168.0,CHE140516003,Opfikon
2024-09-01,OrthoSens SA,92'000,Grant,Courroux,orthosens sa,orthosens sa,1619252.0,CHE284302407,Courroux
2024-09-01,Rflect AG,850'000,Grant,Zürich,rflect ag,rflect ag,1529712.0,CHE402686433,Zürich
2024-09-01,Brightside Technologies SA,Undisclosed,Convertible loan,Prilly,brightside technologies sa,brightside technologies sa,1598443.0,CHE313450443,Prilly
2024-09-01,Inveel GmbH,25'000,Grant,Würenlingen,inveel gmbh,inveel gmbh,1633977.0,CHE204802212,Würenlingen
2024-09-01,WasteFlow SA,70'000,Convertible loan,Lausanne,wasteflow sa,wasteflow sa,1643192.0,CHE486041489,Ecublens (VD)
2024-09-01,OxyPrem AG,440'000,Grant,Zürich,oxyprem ag,oxyprem ag,1364086.0,CHE179226970,Zürich
2024-09-02,Altiscreen Sàrl,Undisclosed,Grant,Courroux,altiscreen sàrl,altiscreen sàrl,1663375.0,CHE330521541,Courroux
2024-09-02,Adjust Medical SA,100'000,Loan,Geneva,adjust medical sa,adjust medical sa,1589839.0,CHE319523537,Genève
2024-09-02,AgroSustain SA,1'500'000,Loan,Renens,agrosustain sa,agrosustain sa,1350033.0,CHE384295771,Renens (VD)
2024-09-02,Clee Medical SA,100'000,Loan,Geneva,clee medical sa,clee medical sa,1660570.0,CHE343543919,Genève
2024-09-03,ONWARD Medical SA,930'188,Grant,Lausanne,onward medical sa,onward medical sa,1205723.0,CHE251627802,Lausanne
2024-09-04,SensorX Solutions GmbH,Undisclosed,Equity,Sarnen,sensorx solutions gmbh,sensorx solutions gmbh,1602814.0,CHE323567503,Alpnach
2024-09-09,Abrinca GmbH,55'000,Grant,Bern,abrinca gmbh,abrinca gmbh,1575388.0,CHE154302419,Bern
2024-09-10,CorFlow Therapeutics AG,44'000'000,Equity,Baar,corflow therapeutics ag,corflow therapeutics ag,1270645.0,CHE320873257,Baar
2024-09-10,Swiss F-light GmbH,Undisclosed,Loan,Zug-City,swiss f-light gmbh,swiss f-light gmbh,322054.0,CHE101096368,Zug
2024-09-11,Cerrion AG,4'230'300,Equity,Zürich,cerrion ag,cerrion ag,1516737.0,CHE405858475,Kloten
2024-09-11,Elythor SA,100'000,Loan,Lausanne,elythor sa,elythor sa,1630306.0,CHE410936299,Lausanne
2024-09-11,Aerospec SA,100'000,Loan,Lausanne,aerospec sa,aerospec sa,1620675.0,CHE287401394,Ecublens (VD)
2024-09-11,RTDT Laboratories AG,100'000,Convertible loan,Zürich,rtdt laboratories ag,rtdt laboratories ag,1535701.0,CHE425026839,Zürich
2024-09-11,Lighthouse Tech SA,100'000,Convertible loan,Morbio Inferiore,lighthouse tech sa,lighthouse tech sa,1460944.0,CHE417550044,Morbio Inferiore
2024-09-12,BioVersys AG,5'070'540,Equity,Basel,bioversys ag,bioversys ag,922224.0,CHE114512761,Basel
